"divergence_threshold","lambda","omega","sigma_squared_bs","sigma_squared_t","dispersal","m","n_extant_diversity","richness_lat_cor","richness_temp0mya_cor","temp_skewness","temp_kurtosis","rs_skewness","rs_kurtosis","bodysize_temp_cor","bodysize_rangesize_cor","rangesize_temp_cor","bodysize_MRDa_cor","bodysize_MRDn_cor","bodysize_MRDs_cor","bodysize_ED_cor","bodysize_ES_cor","bodysize_DR_cor","temp_MRDa_cor","temp_MRDn_cor","temp_MRDs_cor","temp_ED_cor","temp_ES_cor","temp_DR_cor","rangesize_MRDa_cor","rangesize_MRDn_cor","rangesize_MRDs_cor","rangesize_ED_cor","rangesize_ES_cor","rangesize_DR_cor","collessI","sackinI","gamma","lat_pd_cor","lat_mpd_cor","lat_mntd_cor","temp_pd_cor","temp_mpd_cor","temp_mntd_cor","richness_pd_cor","richness_mpd_cor","richness_mntd_cor","temp_bsm_cor","temp_bssd_cor","richness_bsm_cor","richness_bssd_cor","pd_bsm_cor","mpd_bsm_cor","mntd_bsm_cor"
9,4.063,0.021,0.002,0.014,2.276,"m0",47,-0.743643827225711,0.691541321380206,-0.971814734940243,3.01553387892699,2.3713541602183,8.64036352209514,0.163506012950971,0.0155540779445365,0.0931510021139341,0.749908200700928,0.749908200700928,0.749908200700928,-0.546527537122165,-0.563188903766728,0.546527537122165,0.149545783975782,0.149545783975782,0.149545783975782,-0.0528188463419643,-0.0551907770101138,0.0528188463419643,-0.120047555262287,-0.120047555262287,-0.120047555262287,0.0973154494347556,0.131682498759515,-0.0973154494347556,1.39344349331797,1.33683827398524,1.37106727062583,0.174872653619319,0.160893107298171,0.129480976988252,-0.159032880833606,-0.147052363233628,-0.110372048213713,-0.341116495351694,-0.323814811874653,-0.261978874167044,-0.0772335487335111,0.034125302568021,0.242440903013946,0.0128695228378367,-0.589860548400552,-0.62554138313109,-0.463390409621979
6,3.308,0.015,0.016,0.011,2.905,"m0",1913,-0.588625657720102,0.494619823265193,-0.301220114281556,2.42149818551589,4.73034791422766,36.4464648316493,0.0237251620502127,0.0236248260774671,0.342663081496169,-0.0209893067134472,-0.0209893067134472,-0.0209893067134472,0.0159103515599707,0.00957017197757781,-0.0159103515599707,-0.196894232096889,-0.196894232096889,-0.196894232096889,0.437567401726947,0.387716927251799,-0.437567401726947,-0.167111422623699,-0.167111422623699,-0.167111422623699,0.268281596360642,0.235094009093571,-0.268281596360642,1.12996161422121,1.40755374634345,6.78611901866434,0.194117254520765,0.0718873600891753,0.207095453902358,-0.109400595189772,-0.0199581288593596,-0.117928817370349,-0.414991260717123,-0.218978134043131,-0.430549364764529,0.147769927756487,0.120087184842629,0.078443599691371,0.11677552226616,0.0975728578340768,0.189797794678923,0.0626677712943894
7,4.912,0.019,0.018,0.012,3.612,"m0",634,-0.649457087468043,0.581400636049515,-0.860678617469892,3.05676512503068,2.13907875212276,7.84931536199615,0.0646280196134818,-0.0215410473989439,0.359840706587207,0.0894084508368377,0.0894084508368377,0.0894084508368377,-0.102254850594155,-0.101717534141511,0.102254850594155,0.0246967680953837,0.0246967680953837,0.0246967680953837,-0.229928210250519,-0.167592230283421,0.229928210250519,-0.102594898234963,-0.102594898234963,-0.102594898234963,0.13344769439113,0.167370230066293,-0.13344769439113,-0.377126897599678,-0.328244912366615,6.81494329908899,0.301452666839879,0.162779853581414,0.332294526490544,-0.23123287077786,-0.0899675729511127,-0.268709596951807,-0.517835140701792,-0.340311267262503,-0.552622067923315,-0.0821968684595957,-0.0559697103888682,-0.13567526603143,0.104381048471688,-0.113075751360229,-0.199040102839171,-0.0625321355569023
5,4.157,0.025,0.013,0.001,2.983,"m0",2080,-0.644686758371443,0.68137556063415,-0.535987357397409,2.38845799489309,7.73416548308972,92.89922432646,-0.0577564192216696,-0.0358630701075449,0.276959648866323,0.0189058595945585,0.0189058595945585,0.0189058595945585,-0.00118195448675739,-0.00180224433567745,0.00118195448675739,-0.139931932019637,-0.139931932019637,-0.139931932019637,0.288163290839612,0.247938822837167,-0.288163290839612,0.037075961633361,0.037075961633361,0.037075961633361,0.0834933275337736,0.099654016023114,-0.0834933275337736,1.60657757863381,1.32061082486784,2.42350157118878,0.440027381675449,0.448360814307861,0.44971427747429,-0.450844333407824,-0.462150342379785,-0.455698705577251,-0.841757894182787,-0.845816900506894,-0.845484412170972,-0.132721762259311,0.258511406543475,-0.133327844840475,0.0738264435408993,0.164226025218894,0.102797726950851,0.179275694005454
6,2.271,0.022,0.006,0.01,3.298,"m0",1156,-0.580757528195379,0.565444468622939,-1.08796279417936,4.49137954193339,3.56192467753084,18.7806265063267,0.110778553912165,-0.0435438409322164,0.214906328651618,-0.0107563172480092,-0.0107563172480092,-0.0107563172480092,-0.0101599320240637,0.00761378423851805,0.0101583668339768,0.0375907934872159,0.0375907934872159,0.0375907934872159,0.0273548304054539,0.0310336645015164,-0.0273558947792041,-0.109992702386073,-0.109992702386073,-0.109992702386073,0.204705202056967,0.219722870510799,-0.204703590888408,1.53684881843109,1.32698852441001,3.35118365815824,0.0904759955715171,-0.0679003469323092,0.129305440477805,-0.0742805865141548,0.0767468989322915,-0.108080355134556,-0.446736323061967,-0.198705820733705,-0.47452721290887,0.408884577764093,-0.0092665438246554,0.29130788880212,0.0385771829325249,0.132918797414312,0.146171238855786,0.162528970107679
10,3.78,0.034,0.016,0.003,2.04,"m0",796,-0.726475109752744,0.723513984182506,-0.549418810330628,2.56921853973745,4.2524881826962,25.6989855479605,-0.0385433436910337,-0.0380684342979927,0.0529576321717456,0.163759657589773,0.163759657589773,0.163759657589773,0.00568832190156378,-0.0167134981209422,-0.00568832190156378,-0.0590324301346321,-0.0590324301346321,-0.0590324301346321,0.205665106008819,0.167387328521267,-0.205665106008819,-0.110908643346939,-0.110908643346939,-0.110908643346939,0.208268687505117,0.198428810538787,-0.208268687505117,1.45266399300702,1.37330523491546,-0.314461032392792,0.32393284061835,0.215910032044216,0.359198867582218,-0.287650697836376,-0.174024057786701,-0.319845154146508,-0.559014428600257,-0.432508808831213,-0.594879957609681,-0.153304800273073,-0.121458950083861,-0.388336757450007,0.0500058768204132,0.458984904717366,0.441764059056123,0.43319177306871
8,3.026,0.028,0.002,0.007,3.926,"m0",593,-0.590161470733465,0.601613177218246,-0.668691887615172,2.86403101216926,2.30113897687575,10.0846709320125,-0.104971479190108,-0.0238888062760203,0.237020934581379,-0.0242407491664536,-0.0242407491664536,-0.0242407491664536,0.0821183395076243,0.0873485067449645,-0.0821183395076243,-0.0622831791085379,-0.0622831791085379,-0.0622831791085379,-0.045277707910779,-0.0190025146869496,0.045277707910779,-0.218974332254997,-0.218974332254997,-0.218974332254997,0.265050465664079,0.264206200959125,-0.265050465664079,-0.146160011658691,-0.277264847770365,2.84094634409236,0.352858714036082,0.222033433433168,0.333730041291661,-0.331020009786283,-0.196169747459604,-0.315165171816422,-0.445463237757467,-0.135593261330939,-0.451438295190755,-0.368733154921265,0.277262134645131,-0.325658056390635,0.439486253028999,0.321111121103381,0.346704773354156,0.303751581832237
7,3.969,0.011,0.008,0.006,3.769,"m0",1483,-0.677449726672662,0.647637259734685,-0.571193356719367,2.72172442121228,3.7352127269033,23.3132432872711,-0.154337201920281,0.0747212995702797,0.0554566165107815,-0.00331951201173237,-0.00331951201173237,-0.00331951201173237,0.0421416749349291,0.0291750272750919,-0.0421416749349291,-0.0441654543082931,-0.0441654543082931,-0.0441654543082931,0.0485949307579797,0.0557524020886319,-0.0485949307579797,-0.225364413570257,-0.225364413570257,-0.225364413570257,0.170528241468358,0.130658590072335,-0.170528241468358,0.782416663250065,0.574358316591873,0.282289431220776,0.357418571643862,0.0118081903130772,0.365841496792931,-0.280581416312236,0.0485020113350394,-0.299054771006814,-0.593886645842593,-0.166837092745292,-0.593362223918144,-0.426216134616172,0.204394465633434,-0.10363723741731,0.0734431253705516,-0.0461982925269712,-0.0386788550299803,-0.0724731510733658
9,3.214,0.017,0.012,0.002,1.883,"m0",1266,-0.747383337973272,0.736625401475118,-0.592446780279264,3.08450377014568,8.22496053529485,116.138403758222,0.188056453484196,0.0397759633011271,0.269437715081348,-0.11601656373873,-0.11601656373873,-0.11601656373873,0.111642928607974,0.0790838603045803,-0.111642928607974,-0.397884931012685,-0.397884931012685,-0.397884931012685,0.226173498647027,0.161460251014925,-0.226173498647027,-0.0803671908168852,-0.0803671908168852,-0.0803671908168852,0.0612728721369932,0.0421777864200503,-0.0612728721369932,3.00785894155251,2.78898127809693,-2.68519918680258,0.385498851076851,0.238807207190264,0.421157079789827,-0.349607420785431,-0.206939728362692,-0.383357365855849,-0.553078916923773,-0.365038167420658,-0.591833635136015,0.232589030865166,0.184370050572839,0.164099115603682,0.306093919163845,0.33081409207809,0.390326282776286,0.265617778470135
5,4.723,0.03,0.003,0.009,3.14,"m0",3469,-0.281932637791066,0.310393537264133,-0.289265474796061,2.38715742453692,7.2975372352226,71.8852235721234,0.0283465124092066,0.0154389226382143,0.300485981319405,-0.0295492780608685,-0.0295492780608685,-0.0295492780608685,-0.00254863193895016,0.00112996862013689,0.00254863193895016,-0.329657660638236,-0.329657660638236,-0.329657660638236,0.219994204030159,0.18162122454886,-0.219994204030159,-0.0937044016288197,-0.0937044016288197,-0.0937044016288197,0.0938647339283796,0.0883051488103384,-0.0938647339283796,-0.166339100748299,0.10145909605861,0.312425871047109,0.195200971030152,0.0774824897518602,0.209733134590244,-0.197160814775231,-0.0834689579416745,-0.207948705283912,-0.751749003108788,-0.65829400425171,-0.746912481583925,0.151687881837375,-0.0559803842930626,-0.00747152453730351,0.058063256070263,-0.0115369807148242,-0.036590878858277,-0.00578987843686909
8,4.346,0.026,0.01,0.011,1.569,"m0",3990,-0.619853152204383,0.549220820690758,-0.947090984920661,4.08191019870094,10.2576518843965,148.580657808085,0.0296695060611738,0.00742181755615253,0.414917938661355,0.0264043362759732,0.0264043362759732,0.0264043362759732,0.0374602607093531,0.0263250913447576,-0.0374602607093531,-0.0122665062132534,-0.0122665062132534,-0.0122665062132534,-0.135527467083726,-0.106536892305197,0.135527467083726,-0.00793544133692956,-0.00793544133692956,-0.00793544133692956,-0.114776908188011,-0.0916216984499287,0.114776908188011,2.96902852693765,2.6320930237202,-11.7514741132415,0.455051821917702,0.263903566659748,0.466756378363297,-0.401926795539063,-0.254503813622884,-0.413215385812148,-0.655613629509158,-0.409681647034569,-0.653521305602361,0.0958304052696427,0.127973408657703,0.0504513639648878,0.177378226196991,0.0419403807960611,0.164933148109706,0.0344415748781023
6,2.083,0.033,0.015,0.015,3.455,"m0",2477,-0.242152522397635,0.253064196976011,-0.603067509119506,3.23692369395702,4.3352978771379,26.8743530976208,-0.0588908679394082,0.0198925962288705,0.304616015620807,0.0342553752080539,0.0342553752080539,0.0342553752080539,0.00892115601331197,0.0131003391566269,-0.00892115601331197,-0.126371391220609,-0.126371391220609,-0.126371391220609,0.241145855722313,0.210565868583223,-0.241145855722313,-0.0322092299347095,-0.0322092299347095,-0.0322092299347095,0.0866925155860126,0.0758690624597881,-0.0866925155860126,-0.988738683253192,-0.768293308973269,7.27919950734345,0.00737304661275476,-0.107679213417471,0.0658902664966481,0.00797909667844532,0.108672012223714,-0.0357390645387849,-0.549682697677774,-0.227804565705683,-0.606168626059082,-0.248304045521098,-0.243264755737522,-0.0907049217696084,0.149673961252124,0.00625311701290316,0.0364521932265261,-0.0018285359666715
6,4.299,0.013,0.002,0.004,1.844,"m0",3388,-0.704971142590333,0.64392113177038,-0.458445626367981,2.08141974695673,13.0673982295397,246.872239151901,0.128378086502599,0.047678774742171,0.356858267066508,0.0397031897327486,0.0397031897327486,0.0397031897327486,0.0304348209080426,0.021805324383615,-0.0304348209080426,-0.259147441954526,-0.259147441954526,-0.259147441954526,0.132606647400766,0.112659905058149,-0.132606647400766,-0.0531578471703741,-0.0531578471703741,-0.0531578471703741,-0.0755826319797134,-0.0656709815437855,0.0755826319797134,4.81217671019485,4.64501866289927,-13.4731478033891,0.366155276789025,-0.0918222015397625,0.452473920311459,-0.301612548875613,0.103389789380142,-0.3814247653422,-0.643167395131133,-0.114935440235277,-0.703950684056295,0.283681951369258,0.155930453495509,0.0891196097757239,0.146616357379382,-0.109081665749912,0.0200614826170152,-0.140579182645651
8,2.035,0.019,0.017,0.007,3.73,"m0",171,-0.767584311489981,0.756402052868999,-0.510821282385968,2.2755379637814,2.35580853166243,8.9772771870002,-0.145933320093458,-0.130569272163533,0.511568936733075,0.050377708247881,0.050377708247881,0.050377708247881,0.0173489690606256,-0.00102963315501958,-0.0173489690606256,-0.569921255477081,-0.569921255477081,-0.569921255477081,0.236081485312374,0.250677422416013,-0.236081485312374,-0.446818933537932,-0.446818933537932,-0.446818933537932,0.347861491631315,0.378626387053231,-0.347861491631315,-0.984796363428095,-0.624887245992383,1.63130947561592,0.30855907177962,0.269847286293376,0.336811689449723,-0.305958281522233,-0.260411422423178,-0.341916033469624,-0.362609819847724,-0.29614873148799,-0.422183253192853,-0.279822144506401,0.19932124236833,0.00475727355031416,0.477913876182481,0.428009987661612,0.370547353088002,0.429754880574177
4,3.544,0.032,0.007,0.014,2.472,"m0",4049,-0.314175942075879,0.281806024134573,-0.761420808112315,3.18269089293752,9.93896141210523,132.571871729127,-0.029771115250558,-0.0280079450926353,0.331749621373912,0.0553402152775864,0.0553402152775864,0.0553402152775864,-0.0112884770004865,-0.00680321930369202,0.0112884770004865,-0.107409666606245,-0.107409666606245,-0.107409666606245,-0.00589992033973365,0.00659093984123592,0.00589992033973365,-0.0463591637108007,-0.0463591637108007,-0.0463591637108007,0.0279632776569528,0.0424584389825967,-0.0279632776569528,2.00432225908447,2.04294783585117,7.22151964729872,0.238392288935768,-0.139384721692602,0.244267244444426,-0.184010744399549,0.163379841328773,-0.185819541975216,-0.750290421953212,-0.37758969274945,-0.725921568585067,-0.272359069429161,0.0809762492591071,-0.068907831330451,0.332945335234553,0.138664971258936,0.0438603052629695,0.139889204250727
9,3.921,0.028,0.005,0.013,3.416,"m0",271,-0.709917830969252,0.659766483656508,-1.35785613089538,4.52366316620486,2.03648230673868,8.01669143062905,0.000518535144247128,-0.0881909006987936,0.264994978923968,-0.297928709327335,-0.297928709327335,-0.297928709327335,0.151295876033466,0.14417763809435,-0.151295876033466,-0.0040093228447703,-0.0040093228447703,-0.0040093228447703,-0.239821958639094,-0.237008925888011,0.239821958639094,-0.048550132335116,-0.048550132335116,-0.048550132335116,0.00427721941300918,0.0431953865181306,-0.00427721941300918,-0.441906857515327,-0.369736812871277,0.681916759004212,0.275605157892222,0.131127654802493,0.329519895954734,-0.255380099460866,-0.108719256375492,-0.310169377179928,-0.405506610558056,-0.272891069195816,-0.434895143020462,0.141249220743491,0.101292936874254,0.215782948151475,0.22625242110149,0.442225253601267,0.515722301469801,0.362062873412449
3,4.676,0.022,0.01,0.002,2.787,"m0",3612,-0.574051265295215,0.597147174994889,-0.158364498185913,1.93741461023855,10.932844119143,189.244012101735,0.143909552549228,0.0117617303255723,0.241026893314775,-0.0644309833921228,-0.0644309833921228,-0.0644309833921228,0.04547640304821,0.0359808685432153,-0.0454763523850168,-0.567865088581311,-0.567865088581311,-0.567865088581311,0.40390078176143,0.330604181140462,-0.403900897219286,-0.073958692126452,-0.073958692126452,-0.073958692126452,0.0282355235872746,0.0278473471566019,-0.0282354586139569,3.33615159384145,2.80040528579165,13.976144125767,0.241949664773703,0.227846238034777,0.250667336354894,-0.225512591299898,-0.211995824814637,-0.234209989648551,-0.753787716839732,-0.735627249019037,-0.756457437621802,0.447122135057707,0.27207970569551,0.340044724081327,0.341854342900474,0.134988857531471,0.0877655978366899,0.143720933297173
4,2.224,0.03,0.004,0.003,2.944,"m0",2957,-0.312596692908585,0.369798655296995,-0.132210070401142,1.89338856889975,11.7450508915818,188.469116256822,0.105035979240896,0.0340185089627781,0.121162247432247,-0.0440402607034995,-0.0440402607034995,-0.0440402607034995,0.0681417064994108,0.0642573835164846,-0.0681417064994108,-0.40536221691269,-0.40536221691269,-0.40536221691269,0.451135082419198,0.385492563402534,-0.451135082419198,0.107518725261563,0.107518725261563,0.107518725261563,-0.022838118598162,-0.0122217509592385,0.022838118598162,3.29190589216076,2.84650391890745,6.78063208372242,0.0273300702090542,0.0325014964435109,0.0482317052088574,-0.0714410317917695,-0.0807139114274222,-0.0901088067257301,-0.815264681870961,-0.823030600496708,-0.825972084360359,0.298723910033794,-0.358317171447509,-0.12658040878113,0.0557259180680008,0.298922102532576,0.291297055008032,0.285463683969517
10,2.978,0.011,0.008,0.013,3.573,"m0",18,-0.563264857568614,0.537881994345071,-0.419146678972909,1.87453127645504,2.34090530558136,7.45384706904053,-0.252837977296182,-0.378740970072239,0.465428276573787,0.00746265264007857,0.00746265264007857,0.00746265264007857,0.425688969986016,0.467118553439643,-0.425688969986016,0.362471699660959,0.362471699660959,0.362471699660959,-0.459868376335259,-0.397724001154818,0.459868376335259,0.0799569925722705,0.0799569925722705,0.0799569925722705,-0.423617490813335,-0.475404470130369,0.423617490813335,-0.274440237336219,-0.267993934170405,-2.39618071844651,0.0274108177226156,0.0146232395355249,0.112216375627318,-0.0520104038444708,-0.042548807563686,-0.111210040273413,0.0548232289955181,0.0762743156146225,-0.0860405559077198,0.00988446732897002,-0.19427391223286,-0.35088743076139,0.0302779521840043,0.136527379648161,0.074299040495544,0.154183550117406
6,4.487,0.024,0.018,0.006,2.315,"m0",3757,-0.531910730004736,0.48839173285036,-0.254896641536896,2.18566047792201,6.90557405025012,71.2073658841011,-0.0477658838066995,-0.0108483257457388,0.327165366146634,-0.0174481613576774,-0.0174481613576774,-0.0174481613576774,-0.0619116968072128,-0.0545668747614293,0.0619116968072128,-0.32527800532006,-0.32527800532006,-0.32527800532006,0.301046794541185,0.272820186237424,-0.301046794541185,-0.120190101573228,-0.120190101573228,-0.120190101573228,0.0317915617201323,0.0397346863272192,-0.0317915617201323,1.21832850438586,1.11701161401861,2.60378153873063,0.272556346794651,0.142259804396786,0.280392431626831,-0.1997095801447,-0.0803511013491189,-0.205106555770178,-0.67912878046109,-0.496413110699291,-0.68569177323761,-0.283315816323683,-0.335992816952191,0.0789665520317358,0.162365396886048,-0.0197662318926647,0.0555712353211372,-0.0369040494897166
