"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"723"	273	723	2	0	"Genetic"
"724"	274	724	2	0	"Genetic"
"725"	282	725	2	0	"Genetic"
"726"	291	726	2	0	"Genetic"
"727"	293	727	2	1	"Genetic"
"728"	294	728	2	1	"Genetic"
"729"	294	729	2	1	"Genetic"
"730"	295	730	2	1	"Genetic"
"731"	295	731	2	1	"Genetic"
"732"	305	732	2	1	"Genetic"
"733"	306	733	2	1	"Genetic"
"734"	310	734	2	0	"Genetic"
"735"	332	735	2	1	"Genetic"
"736"	335	736	2	1	"Genetic"
"737"	349	737	2	1	"Genetic"
"738"	357	738	2	0	"Genetic"
"739"	362	739	2	0	"Genetic"
"740"	367	740	2	1	"Genetic"
"741"	371	741	2	0	"Genetic"
"742"	383	742	2	0	"Genetic"
"743"	388	743	2	0	"Genetic"
"744"	400	744	2	0	"Genetic"
"745"	402	745	2	1	"Genetic"
"746"	402	746	2	1	"Genetic"
"747"	404	747	2	0	"Genetic"
"748"	404	748	2	0	"Genetic"
"749"	413	749	2	0	"Genetic"
"750"	422	750	2	2	"Genetic"
"751"	432	751	2	0	"Genetic"
"752"	435	752	2	1	"Genetic"
"753"	447	753	2	0	"Genetic"
"754"	447	754	2	0	"Genetic"
"755"	450	755	2	0	"Genetic"
"756"	450	756	2	0	"Genetic"
"757"	452	757	2	1	"Genetic"
"758"	452	758	2	1	"Genetic"
"759"	472	759	2	1	"Genetic"
"760"	472	760	2	1	"Genetic"
"761"	472	761	2	0	"Genetic"
"762"	472	762	2	1	"Genetic"
"763"	472	763	2	1	"Genetic"
"764"	480	764	2	1	"Genetic"
"765"	481	765	2	1	"Genetic"
"766"	481	766	2	1	"Genetic"
"767"	481	767	2	1	"Genetic"
"768"	491	768	2	0	"Genetic"
"769"	496	769	2	0	"Genetic"
"770"	496	770	2	0	"Genetic"
"771"	501	771	2	0	"Genetic"
"772"	515	772	2	1	"Genetic"
"773"	523	773	2	0	"Genetic"
"774"	526	774	2	1	"Genetic"
"775"	540	775	2	0	"Genetic"
"776"	540	776	2	0	"Genetic"
"777"	540	777	2	0	"Genetic"
"778"	540	778	2	0	"Genetic"
"779"	540	779	2	0	"Genetic"
"780"	1	780	1	0	"Genetic"
"781"	1	781	1	0	"Genetic"
"782"	2	782	1	0	"Genetic"
"783"	4	783	1	0	"Genetic"
"784"	4	784	1	0	"Genetic"
"785"	5	785	1	0	"Genetic"
"786"	8	786	1	0	"Genetic"
"787"	8	787	1	0	"Genetic"
"788"	10	788	1	0	"Genetic"
"789"	10	789	1	0	"Genetic"
"790"	10	790	1	0	"Genetic"
"791"	11	791	1	0	"Genetic"
"792"	12	792	1	0	"Genetic"
"793"	15	793	1	0	"Genetic"
"794"	16	794	1	0	"Genetic"
"795"	18	795	1	1	"Genetic"
"796"	18	796	1	1	"Genetic"
"797"	20	797	1	0	"Genetic"
"798"	20	798	1	0	"Genetic"
"799"	20	799	1	1	"Genetic"
"800"	20	800	1	1	"Genetic"
"801"	20	801	1	1	"Genetic"
"802"	21	802	1	1	"Genetic"
"803"	22	803	1	0	"Genetic"
"804"	23	804	1	0	"Genetic"
"805"	23	805	1	1	"Genetic"
"806"	25	806	1	0	"Genetic"
"807"	25	807	1	0	"Genetic"
"808"	29	808	1	1	"Genetic"
"809"	30	809	1	1	"Genetic"
"810"	30	810	1	0	"Genetic"
"811"	31	811	1	0	"Genetic"
"812"	32	812	1	0	"Genetic"
"813"	32	813	1	0	"Genetic"
"814"	32	814	1	0	"Genetic"
"815"	32	815	1	0	"Genetic"
"816"	36	816	1	1	"Genetic"
"817"	36	817	1	0	"Genetic"
"818"	38	818	1	1	"Genetic"
"819"	38	819	1	1	"Genetic"
"820"	39	820	1	1	"Genetic"
"821"	39	821	1	0	"Genetic"
"822"	39	822	1	1	"Genetic"
"823"	48	823	1	0	"Genetic"
"824"	48	824	1	1	"Genetic"
"825"	48	825	1	0	"Genetic"
"826"	49	826	1	0	"Genetic"
"827"	51	827	1	0	"Genetic"
"828"	51	828	1	0	"Genetic"
"829"	51	829	1	0	"Genetic"
"830"	53	830	1	1	"Genetic"
"831"	59	831	1	1	"Genetic"
"832"	61	832	1	0	"Genetic"
"833"	68	833	1	0	"Genetic"
"834"	71	834	1	0	"Genetic"
"835"	71	835	1	0	"Genetic"
"836"	72	836	1	1	"Genetic"
"837"	73	837	1	1	"Genetic"
"838"	74	838	1	0	"Genetic"
"839"	75	839	1	0	"Genetic"
"840"	80	840	1	0	"Genetic"
"841"	80	841	1	0	"Genetic"
"842"	82	842	1	0	"Genetic"
"843"	84	843	1	0	"Genetic"
"844"	86	844	1	1	"Genetic"
"845"	88	845	1	1	"Genetic"
"846"	89	846	1	0	"Genetic"
"847"	89	847	1	0	"Genetic"
"848"	90	848	1	1	"Genetic"
"849"	90	849	1	1	"Genetic"
"850"	91	850	1	1	"Genetic"
"851"	91	851	1	1	"Genetic"
"852"	91	852	1	1	"Genetic"
"853"	92	853	1	1	"Genetic"
"854"	94	854	1	1	"Genetic"
"855"	94	855	1	1	"Genetic"
"856"	95	856	1	0	"Genetic"
"857"	95	857	1	0	"Genetic"
"858"	95	858	1	0	"Genetic"
"859"	106	859	1	1	"Genetic"
"860"	114	860	1	1	"Genetic"
"861"	115	861	1	1	"Genetic"
"862"	116	862	1	1	"Genetic"
"863"	116	863	1	1	"Genetic"
"864"	118	864	1	1	"Genetic"
"865"	120	865	1	0	"Genetic"
"866"	120	866	1	0	"Genetic"
"867"	121	867	1	1	"Genetic"
"868"	122	868	1	0	"Genetic"
"869"	124	869	1	1	"Genetic"
"870"	134	870	1	0	"Genetic"
"871"	134	871	1	0	"Genetic"
"872"	135	872	1	0	"Genetic"
"873"	136	873	1	0	"Genetic"
"874"	136	874	1	0	"Genetic"
"875"	136	875	1	0	"Genetic"
"876"	139	876	1	0	"Genetic"
"877"	139	877	1	0	"Genetic"
"878"	139	878	1	0	"Genetic"
"879"	139	879	1	0	"Genetic"
"880"	141	880	1	0	"Genetic"
"881"	141	881	1	0	"Genetic"
"882"	152	882	1	0	"Genetic"
"883"	153	883	1	1	"Genetic"
"884"	155	884	1	0	"Genetic"
"885"	157	885	1	0	"Genetic"
"886"	157	886	1	0	"Genetic"
"887"	157	887	1	1	"Genetic"
"888"	159	888	1	0	"Genetic"
"889"	159	889	1	0	"Genetic"
"890"	164	890	1	1	"Genetic"
"891"	168	891	1	1	"Genetic"
"892"	170	892	1	1	"Genetic"
"893"	185	893	1	1	"Genetic"
"894"	189	894	1	0	"Genetic"
"895"	192	895	1	1	"Genetic"
"896"	194	896	1	1	"Genetic"
"897"	194	897	1	1	"Genetic"
"898"	197	898	1	0	"Genetic"
"899"	198	899	1	0	"Genetic"
"900"	200	900	1	1	"Genetic"
"901"	200	901	1	1	"Genetic"
"902"	205	902	1	1	"Genetic"
"903"	205	903	1	0	"Genetic"
"904"	205	904	1	1	"Genetic"
"905"	209	905	1	0	"Genetic"
"906"	209	906	1	1	"Genetic"
"907"	209	907	1	1	"Genetic"
"908"	209	908	1	1	"Genetic"
"909"	219	909	1	0	"Genetic"
"910"	221	910	1	1	"Genetic"
"911"	221	911	1	1	"Genetic"
"912"	221	912	1	1	"Genetic"
"913"	221	913	1	1	"Genetic"
"914"	226	914	1	1	"Genetic"
"915"	228	915	1	0	"Genetic"
"916"	228	916	1	1	"Genetic"
"917"	241	917	1	1	"Genetic"
"918"	244	918	1	1	"Genetic"
"919"	245	919	1	0	"Genetic"
"920"	245	920	1	0	"Genetic"
"921"	245	921	1	1	"Genetic"
"922"	246	922	1	0	"Genetic"
"923"	247	923	1	1	"Genetic"
"924"	247	924	1	0	"Genetic"
"925"	247	925	1	0	"Genetic"
"926"	248	926	1	1	"Genetic"
"927"	248	927	1	1	"Genetic"
"928"	249	928	1	0	"Genetic"
"929"	249	929	1	0	"Genetic"
"930"	258	930	1	1	"Genetic"
"931"	259	931	1	0	"Genetic"
"932"	260	932	1	0	"Genetic"
"933"	269	933	1	0	"Genetic"
"934"	271	934	1	1	"Genetic"
"935"	278	935	1	1	"Genetic"
"936"	281	936	1	1	"Genetic"
"937"	291	937	1	0	"Genetic"
"938"	294	938	1	1	"Genetic"
"939"	295	939	1	1	"Genetic"
"940"	296	940	1	1	"Genetic"
"941"	296	941	1	0	"Genetic"
"942"	297	942	1	0	"Genetic"
"943"	313	943	1	0	"Genetic"
"944"	315	944	1	1	"Genetic"
"945"	319	945	1	1	"Genetic"
"946"	320	946	1	0	"Genetic"
"947"	320	947	1	0	"Genetic"
"948"	332	948	1	1	"Genetic"
"949"	348	949	1	1	"Genetic"
"950"	355	950	1	1	"Genetic"
"951"	360	951	1	0	"Genetic"
"952"	362	952	1	0	"Genetic"
"953"	367	953	1	1	"Genetic"
"954"	372	954	1	1	"Genetic"
"955"	378	955	1	1	"Genetic"
"956"	383	956	1	1	"Genetic"
"957"	385	957	1	1	"Genetic"
"958"	385	958	1	1	"Genetic"
"959"	385	959	1	1	"Genetic"
"960"	389	960	1	0	"Genetic"
"961"	389	961	1	1	"Genetic"
"962"	389	962	1	0	"Genetic"
"963"	396	963	1	0	"Genetic"
"964"	396	964	1	0	"Genetic"
"965"	401	965	1	0	"Genetic"
"966"	401	966	1	0	"Genetic"
"967"	401	967	1	0	"Genetic"
"968"	401	968	1	1	"Genetic"
"969"	401	969	1	1	"Genetic"
"970"	401	970	1	0	"Genetic"
"971"	403	971	1	1	"Genetic"
"972"	413	972	1	1	"Genetic"
"973"	413	973	1	0	"Genetic"
"974"	452	974	1	0	"Genetic"
"975"	452	975	1	0	"Genetic"
"976"	455	976	1	1	"Genetic"
"977"	458	977	1	0	"Genetic"
"978"	468	978	1	0	"Genetic"
"979"	475	979	1	1	"Genetic"
"980"	477	980	1	0	"Genetic"
"981"	477	981	1	1	"Genetic"
"982"	478	982	1	0	"Genetic"
"983"	480	983	1	1	"Genetic"
"984"	481	984	1	1	"Genetic"
"985"	485	985	1	1	"Genetic"
"986"	489	986	1	1	"Genetic"
"987"	503	987	1	1	"Genetic"
"988"	507	988	1	0	"Genetic"
"989"	518	989	1	1	"Genetic"
"990"	519	990	1	1	"Genetic"
"991"	521	991	1	1	"Genetic"
"992"	535	992	1	1	"Genetic"
"993"	540	993	1	0	"Genetic"
"994"	560	994	1	0	"Genetic"
"995"	569	995	1	0	"Genetic"
"996"	569	996	1	1	"Genetic"
"997"	570	997	1	1	"Genetic"
"998"	570	998	1	1	"Genetic"
"999"	579	999	1	0	"Genetic"
"1000"	580	1000	1	0	"Genetic"
"1001"	580	1001	1	0	"Genetic"
"1002"	588	1002	1	0	"Genetic"
"1003"	590	1003	1	0	"Genetic"
"1004"	595	1004	1	1	"Genetic"
"1005"	599	1005	1	1	"Genetic"
"1006"	599	1006	1	1	"Genetic"
"1007"	599	1007	1	1	"Genetic"
"1008"	601	1008	1	1	"Genetic"
"1009"	601	1009	1	1	"Genetic"
"1010"	601	1010	1	1	"Genetic"
"1011"	606	1011	1	0	"Genetic"
"1012"	606	1012	1	0	"Genetic"
"1013"	627	1013	1	0	"Genetic"
"1014"	627	1014	1	0	"Genetic"
"1015"	632	1015	1	0	"Genetic"
"1016"	649	1016	1	0	"Genetic"
"1017"	655	1017	1	0	"Genetic"
"1018"	658	1018	1	0	"Genetic"
"1019"	658	1019	1	0	"Genetic"
"1020"	660	1020	1	0	"Genetic"
"1021"	675	1021	1	0	"Genetic"
"1022"	675	1022	1	0	"Genetic"
"1023"	675	1023	1	0	"Genetic"
"1024"	675	1024	1	0	"Genetic"
"1025"	675	1025	1	0	"Genetic"
"1026"	676	1026	1	1	"Genetic"
"1027"	683	1027	1	1	"Genetic"
"1028"	684	1028	1	1	"Genetic"
"1029"	697	1029	1	1	"Genetic"
"1030"	707	1030	1	1	"Genetic"
"1031"	707	1031	1	1	"Genetic"
"1032"	728	1032	1	1	"Genetic"
"1033"	730	1033	1	1	"Genetic"
"1034"	730	1034	1	1	"Genetic"
"1035"	736	1035	1	1	"Genetic"
"1036"	738	1036	1	0	"Genetic"
"1037"	744	1037	1	1	"Genetic"
"1038"	746	1038	1	1	"Genetic"
"1039"	746	1039	1	1	"Genetic"
"1040"	764	1040	1	1	"Genetic"
"1041"	769	1041	1	0	"Genetic"
"1042"	777	1042	1	0	"Genetic"
"1043"	1	1043	0	0	"Genetic"
"1044"	1	1044	0	0	"Genetic"
"1045"	1	1045	0	0	"Genetic"
"1046"	1	1046	0	0	"Genetic"
"1047"	4	1047	0	0	"Genetic"
"1048"	4	1048	0	0	"Genetic"
"1049"	4	1049	0	0	"Genetic"
"1050"	4	1050	0	0	"Genetic"
"1051"	4	1051	0	0	"Genetic"
"1052"	8	1052	0	0	"Genetic"
"1053"	9	1053	0	0	"Genetic"
"1054"	10	1054	0	0	"Genetic"
"1055"	10	1055	0	0	"Genetic"
"1056"	10	1056	0	0	"Genetic"
"1057"	10	1057	0	0	"Genetic"
"1058"	11	1058	0	0	"Genetic"
"1059"	11	1059	0	0	"Genetic"
"1060"	11	1060	0	0	"Genetic"
"1061"	16	1061	0	0	"Genetic"
"1062"	18	1062	0	0	"Genetic"
"1063"	20	1063	0	0	"Genetic"
"1064"	20	1064	0	0	"Genetic"
"1065"	20	1065	0	0	"Genetic"
"1066"	28	1066	0	0	"Genetic"
"1067"	29	1067	0	0	"Genetic"
"1068"	30	1068	0	0	"Genetic"
"1069"	37	1069	0	0	"Genetic"
"1070"	44	1070	0	0	"Genetic"
"1071"	44	1071	0	0	"Genetic"
"1072"	48	1072	0	0	"Genetic"
"1073"	48	1073	0	0	"Genetic"
"1074"	53	1074	0	0	"Genetic"
"1075"	55	1075	0	0	"Genetic"
"1076"	55	1076	0	0	"Genetic"
"1077"	57	1077	0	0	"Genetic"
"1078"	59	1078	0	0	"Genetic"
"1079"	62	1079	0	0	"Genetic"
"1080"	63	1080	0	0	"Genetic"
"1081"	63	1081	0	0	"Genetic"
"1082"	64	1082	0	0	"Genetic"
"1083"	73	1083	0	0	"Genetic"
"1084"	73	1084	0	0	"Genetic"
"1085"	73	1085	0	0	"Genetic"
"1086"	73	1086	0	0	"Genetic"
"1087"	73	1087	0	0	"Genetic"
"1088"	74	1088	0	0	"Genetic"
"1089"	78	1089	0	0	"Genetic"
"1090"	78	1090	0	0	"Genetic"
"1091"	78	1091	0	0	"Genetic"
"1092"	78	1092	0	0	"Genetic"
"1093"	78	1093	0	0	"Genetic"
"1094"	78	1094	0	0	"Genetic"
"1095"	80	1095	0	0	"Genetic"
"1096"	80	1096	0	0	"Genetic"
"1097"	80	1097	0	0	"Genetic"
"1098"	80	1098	0	0	"Genetic"
"1099"	80	1099	0	0	"Genetic"
"1100"	83	1100	0	0	"Genetic"
"1101"	83	1101	0	0	"Genetic"
"1102"	84	1102	0	0	"Genetic"
"1103"	84	1103	0	0	"Genetic"
"1104"	86	1104	0	0	"Genetic"
"1105"	86	1105	0	0	"Genetic"
"1106"	88	1106	0	0	"Genetic"
"1107"	89	1107	0	0	"Genetic"
"1108"	89	1108	0	0	"Genetic"
"1109"	89	1109	0	0	"Genetic"
"1110"	91	1110	0	0	"Genetic"
"1111"	93	1111	0	0	"Genetic"
"1112"	94	1112	0	0	"Genetic"
"1113"	95	1113	0	0	"Genetic"
"1114"	95	1114	0	0	"Genetic"
"1115"	95	1115	0	0	"Genetic"
"1116"	97	1116	0	0	"Genetic"
"1117"	97	1117	0	0	"Genetic"
"1118"	97	1118	0	0	"Genetic"
"1119"	98	1119	0	0	"Genetic"
"1120"	98	1120	0	0	"Genetic"
"1121"	98	1121	0	0	"Genetic"
"1122"	98	1122	0	0	"Genetic"
"1123"	98	1123	0	0	"Genetic"
"1124"	103	1124	0	0	"Genetic"
"1125"	104	1125	0	0	"Genetic"
"1126"	111	1126	0	0	"Genetic"
"1127"	111	1127	0	0	"Genetic"
"1128"	111	1128	0	0	"Genetic"
"1129"	111	1129	0	0	"Genetic"
"1130"	111	1130	0	0	"Genetic"
"1131"	115	1131	0	0	"Genetic"
"1132"	115	1132	0	0	"Genetic"
"1133"	115	1133	0	0	"Genetic"
"1134"	115	1134	0	0	"Genetic"
"1135"	116	1135	0	0	"Genetic"
"1136"	119	1136	0	0	"Genetic"
"1137"	120	1137	0	0	"Genetic"
"1138"	121	1138	0	0	"Genetic"
"1139"	121	1139	0	0	"Genetic"
"1140"	121	1140	0	0	"Genetic"
"1141"	121	1141	0	0	"Genetic"
"1142"	123	1142	0	0	"Genetic"
"1143"	124	1143	0	0	"Genetic"
"1144"	125	1144	0	0	"Genetic"
"1145"	125	1145	0	0	"Genetic"
"1146"	125	1146	0	0	"Genetic"
"1147"	125	1147	0	0	"Genetic"
"1148"	125	1148	0	0	"Genetic"
"1149"	127	1149	0	0	"Genetic"
"1150"	128	1150	0	0	"Genetic"
"1151"	129	1151	0	0	"Genetic"
"1152"	134	1152	0	0	"Genetic"
"1153"	134	1153	0	0	"Genetic"
"1154"	134	1154	0	0	"Genetic"
"1155"	134	1155	0	0	"Genetic"
"1156"	135	1156	0	0	"Genetic"
"1157"	138	1157	0	0	"Genetic"
"1158"	138	1158	0	0	"Genetic"
"1159"	141	1159	0	0	"Genetic"
"1160"	142	1160	0	0	"Genetic"
"1161"	144	1161	0	0	"Genetic"
"1162"	145	1162	0	0	"Genetic"
"1163"	145	1163	0	0	"Genetic"
"1164"	146	1164	0	0	"Genetic"
"1165"	147	1165	0	0	"Genetic"
"1166"	147	1166	0	0	"Genetic"
"1167"	149	1167	0	0	"Genetic"
"1168"	152	1168	0	0	"Genetic"
"1169"	156	1169	0	0	"Genetic"
"1170"	159	1170	0	0	"Genetic"
"1171"	159	1171	0	0	"Genetic"
"1172"	160	1172	0	0	"Genetic"
"1173"	160	1173	0	0	"Genetic"
"1174"	161	1174	0	0	"Genetic"
"1175"	161	1175	0	0	"Genetic"
"1176"	161	1176	0	0	"Genetic"
"1177"	161	1177	0	0	"Genetic"
"1178"	162	1178	0	0	"Genetic"
"1179"	163	1179	0	0	"Genetic"
"1180"	165	1180	0	0	"Genetic"
"1181"	170	1181	0	0	"Genetic"
"1182"	170	1182	0	0	"Genetic"
"1183"	170	1183	0	0	"Genetic"
"1184"	173	1184	0	0	"Genetic"
"1185"	174	1185	0	0	"Genetic"
"1186"	175	1186	0	0	"Genetic"
"1187"	175	1187	0	0	"Genetic"
"1188"	179	1188	0	0	"Genetic"
"1189"	179	1189	0	0	"Genetic"
"1190"	188	1190	0	0	"Genetic"
"1191"	188	1191	0	0	"Genetic"
"1192"	193	1192	0	0	"Genetic"
"1193"	193	1193	0	0	"Genetic"
"1194"	194	1194	0	0	"Genetic"
"1195"	200	1195	0	0	"Genetic"
"1196"	201	1196	0	0	"Genetic"
"1197"	202	1197	0	0	"Genetic"
"1198"	210	1198	0	0	"Genetic"
"1199"	211	1199	0	0	"Genetic"
"1200"	216	1200	0	0	"Genetic"
"1201"	217	1201	0	0	"Genetic"
"1202"	217	1202	0	0	"Genetic"
"1203"	217	1203	0	0	"Genetic"
"1204"	218	1204	0	0	"Genetic"
"1205"	219	1205	0	0	"Genetic"
"1206"	219	1206	0	0	"Genetic"
"1207"	221	1207	0	0	"Genetic"
"1208"	221	1208	0	0	"Genetic"
"1209"	221	1209	0	0	"Genetic"
"1210"	223	1210	0	0	"Genetic"
"1211"	224	1211	0	0	"Genetic"
"1212"	224	1212	0	0	"Genetic"
"1213"	226	1213	0	0	"Genetic"
"1214"	226	1214	0	0	"Genetic"
"1215"	228	1215	0	0	"Genetic"
"1216"	228	1216	0	0	"Genetic"
"1217"	228	1217	0	0	"Genetic"
"1218"	228	1218	0	0	"Genetic"
"1219"	233	1219	0	0	"Genetic"
"1220"	233	1220	0	0	"Genetic"
"1221"	235	1221	0	0	"Genetic"
"1222"	236	1222	0	0	"Genetic"
"1223"	238	1223	0	0	"Genetic"
"1224"	244	1224	0	0	"Genetic"
"1225"	247	1225	0	0	"Genetic"
"1226"	247	1226	0	0	"Genetic"
"1227"	251	1227	0	0	"Genetic"
"1228"	254	1228	0	0	"Genetic"
"1229"	262	1229	0	0	"Genetic"
"1230"	264	1230	0	0	"Genetic"
"1231"	264	1231	0	0	"Genetic"
"1232"	264	1232	0	0	"Genetic"
"1233"	264	1233	0	0	"Genetic"
"1234"	267	1234	0	0	"Genetic"
"1235"	268	1235	0	0	"Genetic"
"1236"	281	1236	0	0	"Genetic"
"1237"	285	1237	0	0	"Genetic"
"1238"	285	1238	0	0	"Genetic"
"1239"	288	1239	0	0	"Genetic"
"1240"	293	1240	0	0	"Genetic"
"1241"	294	1241	0	0	"Genetic"
"1242"	294	1242	0	0	"Genetic"
"1243"	294	1243	0	0	"Genetic"
"1244"	294	1244	0	0	"Genetic"
"1245"	303	1245	0	0	"Genetic"
"1246"	304	1246	0	0	"Genetic"
"1247"	304	1247	0	0	"Genetic"
"1248"	306	1248	0	0	"Genetic"
"1249"	320	1249	0	0	"Genetic"
"1250"	325	1250	0	0	"Genetic"
"1251"	327	1251	0	0	"Genetic"
"1252"	327	1252	0	0	"Genetic"
"1253"	329	1253	0	0	"Genetic"
"1254"	341	1254	0	0	"Genetic"
"1255"	343	1255	0	0	"Genetic"
"1256"	355	1256	0	0	"Genetic"
"1257"	356	1257	0	0	"Genetic"
"1258"	360	1258	0	0	"Genetic"
"1259"	362	1259	0	0	"Genetic"
"1260"	365	1260	0	0	"Genetic"
"1261"	372	1261	0	0	"Genetic"
"1262"	374	1262	0	0	"Genetic"
"1263"	381	1263	0	0	"Genetic"
"1264"	385	1264	0	0	"Genetic"
"1265"	388	1265	0	0	"Genetic"
"1266"	388	1266	0	0	"Genetic"
"1267"	388	1267	0	0	"Genetic"
"1268"	391	1268	0	0	"Genetic"
"1269"	394	1269	0	0	"Genetic"
"1270"	396	1270	0	0	"Genetic"
"1271"	396	1271	0	0	"Genetic"
"1272"	398	1272	0	0	"Genetic"
"1273"	399	1273	0	0	"Genetic"
"1274"	407	1274	0	0	"Genetic"
"1275"	407	1275	0	0	"Genetic"
"1276"	408	1276	0	0	"Genetic"
"1277"	413	1277	0	0	"Genetic"
"1278"	413	1278	0	0	"Genetic"
"1279"	423	1279	0	0	"Genetic"
"1280"	434	1280	0	0	"Genetic"
"1281"	440	1281	0	0	"Genetic"
"1282"	441	1282	0	0	"Genetic"
"1283"	450	1283	0	0	"Genetic"
"1284"	450	1284	0	0	"Genetic"
"1285"	450	1285	0	0	"Genetic"
"1286"	452	1286	0	0	"Genetic"
"1287"	453	1287	0	0	"Genetic"
"1288"	457	1288	0	0	"Genetic"
"1289"	457	1289	0	0	"Genetic"
"1290"	457	1290	0	0	"Genetic"
"1291"	457	1291	0	0	"Genetic"
"1292"	457	1292	0	0	"Genetic"
"1293"	457	1293	0	0	"Genetic"
"1294"	457	1294	0	0	"Genetic"
"1295"	457	1295	0	0	"Genetic"
"1296"	464	1296	0	0	"Genetic"
"1297"	464	1297	0	0	"Genetic"
"1298"	473	1298	0	0	"Genetic"
"1299"	473	1299	0	0	"Genetic"
"1300"	478	1300	0	0	"Genetic"
"1301"	478	1301	0	0	"Genetic"
"1302"	480	1302	0	0	"Genetic"
"1303"	480	1303	0	0	"Genetic"
"1304"	480	1304	0	0	"Genetic"
"1305"	487	1305	0	0	"Genetic"
"1306"	487	1306	0	0	"Genetic"
"1307"	487	1307	0	0	"Genetic"
"1308"	489	1308	0	0	"Genetic"
"1309"	489	1309	0	0	"Genetic"
"1310"	493	1310	0	0	"Genetic"
"1311"	493	1311	0	0	"Genetic"
"1312"	502	1312	0	0	"Genetic"
"1313"	504	1313	0	0	"Genetic"
"1314"	504	1314	0	0	"Genetic"
"1315"	514	1315	0	0	"Genetic"
"1316"	515	1316	0	0	"Genetic"
"1317"	521	1317	0	0	"Genetic"
"1318"	523	1318	0	0	"Genetic"
"1319"	525	1319	0	0	"Genetic"
"1320"	525	1320	0	0	"Genetic"
"1321"	527	1321	0	0	"Genetic"
"1322"	529	1322	0	0	"Genetic"
"1323"	529	1323	0	0	"Genetic"
"1324"	529	1324	0	0	"Genetic"
"1325"	529	1325	0	0	"Genetic"
"1326"	538	1326	0	0	"Genetic"
"1327"	538	1327	0	0	"Genetic"
"1328"	540	1328	0	0	"Genetic"
"1329"	540	1329	0	0	"Genetic"
"1330"	540	1330	0	0	"Genetic"
"1331"	540	1331	0	0	"Genetic"
"1332"	540	1332	0	0	"Genetic"
"1333"	540	1333	0	0	"Genetic"
"1334"	540	1334	0	0	"Genetic"
"1335"	560	1335	0	0	"Genetic"
"1336"	560	1336	0	0	"Genetic"
"1337"	560	1337	0	0	"Genetic"
"1338"	560	1338	0	0	"Genetic"
"1339"	560	1339	0	0	"Genetic"
"1340"	560	1340	0	0	"Genetic"
"1341"	560	1341	0	0	"Genetic"
"1342"	560	1342	0	0	"Genetic"
"1343"	560	1343	0	0	"Genetic"
"1344"	560	1344	0	0	"Genetic"
"1345"	560	1345	0	0	"Genetic"
"1346"	569	1346	0	0	"Genetic"
"1347"	569	1347	0	0	"Genetic"
"1348"	570	1348	0	0	"Genetic"
"1349"	570	1349	0	0	"Genetic"
"1350"	574	1350	0	0	"Genetic"
"1351"	574	1351	0	0	"Genetic"
"1352"	578	1352	0	0	"Genetic"
"1353"	599	1353	0	0	"Genetic"
"1354"	601	1354	0	0	"Genetic"
"1355"	601	1355	0	0	"Genetic"
"1356"	607	1356	0	0	"Genetic"
"1357"	607	1357	0	0	"Genetic"
"1358"	613	1358	0	0	"Genetic"
"1359"	629	1359	0	0	"Genetic"
"1360"	641	1360	0	0	"Genetic"
"1361"	658	1361	0	0	"Genetic"
"1362"	658	1362	0	0	"Genetic"
"1363"	658	1363	0	0	"Genetic"
"1364"	658	1364	0	0	"Genetic"
"1365"	659	1365	0	0	"Genetic"
"1366"	672	1366	0	0	"Genetic"
"1367"	675	1367	0	0	"Genetic"
"1368"	675	1368	0	0	"Genetic"
"1369"	677	1369	0	0	"Genetic"
"1370"	677	1370	0	0	"Genetic"
"1371"	681	1371	0	0	"Genetic"
"1372"	685	1372	0	0	"Genetic"
"1373"	690	1373	0	0	"Genetic"
"1374"	696	1374	0	0	"Genetic"
"1375"	697	1375	0	0	"Genetic"
"1376"	707	1376	0	0	"Genetic"
"1377"	707	1377	0	0	"Genetic"
"1378"	707	1378	0	0	"Genetic"
"1379"	713	1379	0	0	"Genetic"
"1380"	730	1380	0	0	"Genetic"
"1381"	733	1381	0	0	"Genetic"
"1382"	743	1382	0	0	"Genetic"
"1383"	747	1383	0	0	"Genetic"
"1384"	761	1384	0	0	"Genetic"
"1385"	766	1385	0	0	"Genetic"
"1386"	766	1386	0	0	"Genetic"
"1387"	766	1387	0	0	"Genetic"
"1388"	766	1388	0	0	"Genetic"
"1389"	766	1389	0	0	"Genetic"
"1390"	769	1390	0	0	"Genetic"
"1391"	771	1391	0	0	"Genetic"
"1392"	777	1392	0	0	"Genetic"
"1393"	780	1393	0	0	"Genetic"
"1394"	780	1394	0	0	"Genetic"
"1395"	780	1395	0	0	"Genetic"
"1396"	782	1396	0	0	"Genetic"
"1397"	786	1397	0	0	"Genetic"
"1398"	795	1398	0	0	"Genetic"
"1399"	804	1399	0	0	"Genetic"
"1400"	804	1400	0	0	"Genetic"
"1401"	804	1401	0	0	"Genetic"
"1402"	804	1402	0	0	"Genetic"
"1403"	804	1403	0	0	"Genetic"
"1404"	808	1404	0	0	"Genetic"
"1405"	809	1405	0	0	"Genetic"
"1406"	812	1406	0	0	"Genetic"
"1407"	812	1407	0	0	"Genetic"
"1408"	814	1408	0	0	"Genetic"
"1409"	820	1409	0	0	"Genetic"
"1410"	820	1410	0	0	"Genetic"
"1411"	821	1411	0	0	"Genetic"
"1412"	821	1412	0	0	"Genetic"
