"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1091"	460	1091	1	0	"Genetic"
"1092"	474	1092	1	0	"Genetic"
"1093"	482	1093	1	0	"Genetic"
"1094"	485	1094	1	0	"Genetic"
"1095"	485	1095	1	0	"Genetic"
"1096"	488	1096	1	0	"Genetic"
"1097"	488	1097	1	0	"Genetic"
"1098"	489	1098	1	0	"Genetic"
"1099"	494	1099	1	0	"Genetic"
"1100"	506	1100	1	0	"Genetic"
"1101"	520	1101	1	0	"Genetic"
"1102"	521	1102	1	0	"Genetic"
"1103"	524	1103	1	0	"Genetic"
"1104"	527	1104	1	0	"Genetic"
"1105"	527	1105	1	0	"Genetic"
"1106"	529	1106	1	0	"Genetic"
"1107"	530	1107	1	0	"Genetic"
"1108"	531	1108	1	0	"Genetic"
"1109"	535	1109	1	0	"Genetic"
"1110"	535	1110	1	1	"Genetic"
"1111"	535	1111	1	0	"Genetic"
"1112"	536	1112	1	0	"Genetic"
"1113"	538	1113	1	0	"Genetic"
"1114"	544	1114	1	0	"Genetic"
"1115"	552	1115	1	0	"Genetic"
"1116"	552	1116	1	0	"Genetic"
"1117"	564	1117	1	0	"Genetic"
"1118"	564	1118	1	0	"Genetic"
"1119"	564	1119	1	0	"Genetic"
"1120"	566	1120	1	0	"Genetic"
"1121"	571	1121	1	0	"Genetic"
"1122"	574	1122	1	0	"Genetic"
"1123"	577	1123	1	0	"Genetic"
"1124"	580	1124	1	0	"Genetic"
"1125"	581	1125	1	0	"Genetic"
"1126"	582	1126	1	0	"Genetic"
"1127"	587	1127	1	0	"Genetic"
"1128"	590	1128	1	0	"Genetic"
"1129"	591	1129	1	0	"Genetic"
"1130"	592	1130	1	0	"Genetic"
"1131"	594	1131	1	0	"Genetic"
"1132"	601	1132	1	1	"Genetic"
"1133"	602	1133	1	0	"Genetic"
"1134"	605	1134	1	0	"Genetic"
"1135"	607	1135	1	0	"Genetic"
"1136"	610	1136	1	0	"Genetic"
"1137"	614	1137	1	0	"Genetic"
"1138"	615	1138	1	0	"Genetic"
"1139"	619	1139	1	0	"Genetic"
"1140"	626	1140	1	0	"Genetic"
"1141"	626	1141	1	0	"Genetic"
"1142"	630	1142	1	0	"Genetic"
"1143"	637	1143	1	0	"Genetic"
"1144"	646	1144	1	0	"Genetic"
"1145"	647	1145	1	0	"Genetic"
"1146"	647	1146	1	0	"Genetic"
"1147"	648	1147	1	0	"Genetic"
"1148"	656	1148	1	0	"Genetic"
"1149"	657	1149	1	0	"Genetic"
"1150"	657	1150	1	0	"Genetic"
"1151"	661	1151	1	0	"Genetic"
"1152"	661	1152	1	0	"Genetic"
"1153"	667	1153	1	0	"Genetic"
"1154"	670	1154	1	0	"Genetic"
"1155"	675	1155	1	0	"Genetic"
"1156"	681	1156	1	0	"Genetic"
"1157"	685	1157	1	0	"Genetic"
"1158"	692	1158	1	0	"Genetic"
"1159"	693	1159	1	0	"Genetic"
"1160"	694	1160	1	0	"Genetic"
"1161"	697	1161	1	0	"Genetic"
"1162"	697	1162	1	0	"Genetic"
"1163"	697	1163	1	0	"Genetic"
"1164"	698	1164	1	0	"Genetic"
"1165"	700	1165	1	0	"Genetic"
"1166"	700	1166	1	0	"Genetic"
"1167"	703	1167	1	0	"Genetic"
"1168"	710	1168	1	0	"Genetic"
"1169"	710	1169	1	0	"Genetic"
"1170"	715	1170	1	0	"Genetic"
"1171"	720	1171	1	0	"Genetic"
"1172"	721	1172	1	0	"Genetic"
"1173"	721	1173	1	0	"Genetic"
"1174"	723	1174	1	0	"Genetic"
"1175"	723	1175	1	0	"Genetic"
"1176"	723	1176	1	0	"Genetic"
"1177"	731	1177	1	0	"Genetic"
"1178"	734	1178	1	0	"Genetic"
"1179"	734	1179	1	0	"Genetic"
"1180"	737	1180	1	0	"Genetic"
"1181"	744	1181	1	0	"Genetic"
"1182"	745	1182	1	0	"Genetic"
"1183"	748	1183	1	0	"Genetic"
"1184"	754	1184	1	0	"Genetic"
"1185"	757	1185	1	0	"Genetic"
"1186"	762	1186	1	0	"Genetic"
"1187"	762	1187	1	0	"Genetic"
"1188"	767	1188	1	0	"Genetic"
"1189"	769	1189	1	0	"Genetic"
"1190"	770	1190	1	0	"Genetic"
"1191"	778	1191	1	0	"Genetic"
"1192"	780	1192	1	0	"Genetic"
"1193"	781	1193	1	0	"Genetic"
"1194"	784	1194	1	0	"Genetic"
"1195"	784	1195	1	0	"Genetic"
"1196"	785	1196	1	0	"Genetic"
"1197"	785	1197	1	0	"Genetic"
"1198"	793	1198	1	0	"Genetic"
"1199"	797	1199	1	0	"Genetic"
"1200"	797	1200	1	0	"Genetic"
"1201"	801	1201	1	0	"Genetic"
"1202"	803	1202	1	0	"Genetic"
"1203"	805	1203	1	0	"Genetic"
"1204"	807	1204	1	0	"Genetic"
"1205"	810	1205	1	0	"Genetic"
"1206"	810	1206	1	0	"Genetic"
"1207"	818	1207	1	0	"Genetic"
"1208"	823	1208	1	0	"Genetic"
"1209"	828	1209	1	0	"Genetic"
"1210"	840	1210	1	0	"Genetic"
"1211"	844	1211	1	0	"Genetic"
"1212"	844	1212	1	0	"Genetic"
"1213"	844	1213	1	0	"Genetic"
"1214"	844	1214	1	0	"Genetic"
"1215"	845	1215	1	0	"Genetic"
"1216"	851	1216	1	0	"Genetic"
"1217"	853	1217	1	0	"Genetic"
"1218"	2	1218	0	0	"Genetic"
"1219"	7	1219	0	0	"Genetic"
"1220"	10	1220	0	0	"Genetic"
"1221"	13	1221	0	0	"Genetic"
"1222"	19	1222	0	0	"Genetic"
"1223"	22	1223	0	0	"Genetic"
"1224"	26	1224	0	0	"Genetic"
"1225"	29	1225	0	0	"Genetic"
"1226"	30	1226	0	0	"Genetic"
"1227"	30	1227	0	0	"Genetic"
"1228"	37	1228	0	0	"Genetic"
"1229"	37	1229	0	0	"Genetic"
"1230"	38	1230	0	0	"Genetic"
"1231"	39	1231	0	0	"Genetic"
"1232"	40	1232	0	0	"Genetic"
"1233"	41	1233	0	0	"Genetic"
"1234"	45	1234	0	0	"Genetic"
"1235"	45	1235	0	0	"Genetic"
"1236"	46	1236	0	0	"Genetic"
"1237"	48	1237	0	0	"Genetic"
"1238"	50	1238	0	0	"Genetic"
"1239"	50	1239	0	0	"Genetic"
"1240"	51	1240	0	0	"Genetic"
"1241"	53	1241	0	0	"Genetic"
"1242"	55	1242	0	0	"Genetic"
"1243"	56	1243	0	0	"Genetic"
"1244"	58	1244	0	0	"Genetic"
"1245"	58	1245	0	0	"Genetic"
"1246"	62	1246	0	0	"Genetic"
"1247"	67	1247	0	0	"Genetic"
"1248"	69	1248	0	0	"Genetic"
"1249"	70	1249	0	0	"Genetic"
"1250"	70	1250	0	0	"Genetic"
"1251"	70	1251	0	0	"Genetic"
"1252"	71	1252	0	0	"Genetic"
"1253"	73	1253	0	0	"Genetic"
"1254"	74	1254	0	0	"Genetic"
"1255"	74	1255	0	0	"Genetic"
"1256"	80	1256	0	0	"Genetic"
"1257"	81	1257	0	0	"Genetic"
"1258"	83	1258	0	0	"Genetic"
"1259"	83	1259	0	0	"Genetic"
"1260"	83	1260	0	0	"Genetic"
"1261"	85	1261	0	0	"Genetic"
"1262"	87	1262	0	0	"Genetic"
"1263"	88	1263	0	0	"Genetic"
"1264"	89	1264	0	0	"Genetic"
"1265"	91	1265	0	0	"Genetic"
"1266"	95	1266	0	0	"Genetic"
"1267"	97	1267	0	0	"Genetic"
"1268"	97	1268	0	0	"Genetic"
"1269"	99	1269	0	0	"Genetic"
"1270"	99	1270	0	0	"Genetic"
"1271"	106	1271	0	0	"Genetic"
"1272"	115	1272	0	0	"Genetic"
"1273"	116	1273	0	0	"Genetic"
"1274"	118	1274	0	0	"Genetic"
"1275"	120	1275	0	0	"Genetic"
"1276"	133	1276	0	0	"Genetic"
"1277"	138	1277	0	0	"Genetic"
"1278"	138	1278	0	0	"Genetic"
"1279"	138	1279	0	0	"Genetic"
"1280"	138	1280	0	0	"Genetic"
"1281"	139	1281	0	0	"Genetic"
"1282"	139	1282	0	0	"Genetic"
"1283"	142	1283	0	0	"Genetic"
"1284"	143	1284	0	0	"Genetic"
"1285"	143	1285	0	0	"Genetic"
"1286"	143	1286	0	0	"Genetic"
"1287"	143	1287	0	0	"Genetic"
"1288"	148	1288	0	0	"Genetic"
"1289"	154	1289	0	0	"Genetic"
"1290"	157	1290	0	0	"Genetic"
"1291"	158	1291	0	0	"Genetic"
"1292"	161	1292	0	0	"Genetic"
"1293"	161	1293	0	0	"Genetic"
"1294"	164	1294	0	0	"Genetic"
"1295"	164	1295	0	0	"Genetic"
"1296"	165	1296	0	0	"Genetic"
"1297"	168	1297	0	0	"Genetic"
"1298"	169	1298	0	0	"Genetic"
"1299"	169	1299	0	0	"Genetic"
"1300"	169	1300	0	0	"Genetic"
"1301"	172	1301	0	0	"Genetic"
"1302"	173	1302	0	0	"Genetic"
"1303"	182	1303	0	0	"Genetic"
"1304"	184	1304	0	0	"Genetic"
"1305"	185	1305	0	0	"Genetic"
"1306"	185	1306	0	0	"Genetic"
"1307"	185	1307	0	0	"Genetic"
"1308"	186	1308	0	0	"Genetic"
"1309"	190	1309	0	0	"Genetic"
"1310"	192	1310	0	0	"Genetic"
"1311"	195	1311	0	0	"Genetic"
"1312"	195	1312	0	0	"Genetic"
"1313"	200	1313	0	0	"Genetic"
"1314"	200	1314	0	0	"Genetic"
"1315"	204	1315	0	0	"Genetic"
"1316"	205	1316	0	0	"Genetic"
"1317"	206	1317	0	0	"Genetic"
"1318"	206	1318	0	0	"Genetic"
"1319"	209	1319	0	0	"Genetic"
"1320"	210	1320	0	0	"Genetic"
"1321"	210	1321	0	0	"Genetic"
"1322"	212	1322	0	0	"Genetic"
"1323"	215	1323	0	0	"Genetic"
"1324"	220	1324	0	0	"Genetic"
"1325"	224	1325	0	0	"Genetic"
"1326"	228	1326	0	0	"Genetic"
"1327"	231	1327	0	0	"Genetic"
"1328"	240	1328	0	0	"Genetic"
"1329"	241	1329	0	0	"Genetic"
"1330"	242	1330	0	0	"Genetic"
"1331"	244	1331	0	0	"Genetic"
"1332"	246	1332	0	0	"Genetic"
"1333"	246	1333	0	0	"Genetic"
"1334"	247	1334	0	0	"Genetic"
"1335"	253	1335	0	0	"Genetic"
"1336"	259	1336	0	0	"Genetic"
"1337"	261	1337	0	0	"Genetic"
"1338"	273	1338	0	0	"Genetic"
"1339"	276	1339	0	0	"Genetic"
"1340"	284	1340	0	0	"Genetic"
"1341"	289	1341	0	0	"Genetic"
"1342"	290	1342	0	0	"Genetic"
"1343"	295	1343	0	0	"Genetic"
"1344"	295	1344	0	0	"Genetic"
"1345"	299	1345	0	0	"Genetic"
"1346"	303	1346	0	0	"Genetic"
"1347"	310	1347	0	0	"Genetic"
"1348"	310	1348	0	0	"Genetic"
"1349"	311	1349	0	0	"Genetic"
"1350"	312	1350	0	0	"Genetic"
"1351"	314	1351	0	0	"Genetic"
"1352"	319	1352	0	0	"Genetic"
"1353"	322	1353	0	0	"Genetic"
"1354"	324	1354	0	0	"Genetic"
"1355"	324	1355	0	0	"Genetic"
"1356"	328	1356	0	0	"Genetic"
"1357"	328	1357	0	0	"Genetic"
"1358"	329	1358	0	0	"Genetic"
"1359"	333	1359	0	0	"Genetic"
"1360"	335	1360	0	0	"Genetic"
"1361"	338	1361	0	0	"Genetic"
"1362"	338	1362	0	0	"Genetic"
"1363"	338	1363	0	0	"Genetic"
"1364"	338	1364	0	0	"Genetic"
"1365"	340	1365	0	0	"Genetic"
"1366"	344	1366	0	0	"Genetic"
"1367"	344	1367	0	0	"Genetic"
"1368"	344	1368	0	0	"Genetic"
"1369"	344	1369	0	0	"Genetic"
"1370"	352	1370	0	0	"Genetic"
"1371"	354	1371	0	0	"Genetic"
"1372"	365	1372	0	0	"Genetic"
"1373"	366	1373	0	0	"Genetic"
"1374"	366	1374	0	0	"Genetic"
"1375"	372	1375	0	0	"Genetic"
"1376"	373	1376	0	0	"Genetic"
"1377"	373	1377	0	0	"Genetic"
"1378"	374	1378	0	0	"Genetic"
"1379"	376	1379	0	0	"Genetic"
"1380"	378	1380	0	0	"Genetic"
"1381"	379	1381	0	0	"Genetic"
"1382"	394	1382	0	0	"Genetic"
"1383"	394	1383	0	0	"Genetic"
"1384"	396	1384	0	0	"Genetic"
"1385"	399	1385	0	0	"Genetic"
"1386"	404	1386	0	0	"Genetic"
"1387"	405	1387	0	0	"Genetic"
"1388"	409	1388	0	0	"Genetic"
"1389"	409	1389	0	0	"Genetic"
"1390"	409	1390	0	0	"Genetic"
"1391"	409	1391	0	0	"Genetic"
"1392"	409	1392	0	0	"Genetic"
"1393"	413	1393	0	0	"Genetic"
"1394"	413	1394	0	0	"Genetic"
"1395"	421	1395	0	0	"Genetic"
"1396"	423	1396	0	0	"Genetic"
"1397"	423	1397	0	0	"Genetic"
"1398"	423	1398	0	0	"Genetic"
"1399"	423	1399	0	0	"Genetic"
"1400"	423	1400	0	0	"Genetic"
"1401"	424	1401	0	0	"Genetic"
"1402"	424	1402	0	0	"Genetic"
"1403"	426	1403	0	0	"Genetic"
"1404"	433	1404	0	0	"Genetic"
"1405"	434	1405	0	0	"Genetic"
"1406"	435	1406	0	0	"Genetic"
"1407"	436	1407	0	0	"Genetic"
"1408"	437	1408	0	0	"Genetic"
"1409"	440	1409	0	0	"Genetic"
"1410"	441	1410	0	0	"Genetic"
"1411"	441	1411	0	0	"Genetic"
"1412"	446	1412	0	0	"Genetic"
"1413"	454	1413	0	0	"Genetic"
"1414"	454	1414	0	0	"Genetic"
"1415"	456	1415	0	0	"Genetic"
"1416"	458	1416	0	0	"Genetic"
"1417"	458	1417	0	0	"Genetic"
"1418"	466	1418	0	0	"Genetic"
"1419"	473	1419	0	0	"Genetic"
"1420"	474	1420	0	0	"Genetic"
"1421"	475	1421	0	0	"Genetic"
"1422"	485	1422	0	0	"Genetic"
"1423"	485	1423	0	0	"Genetic"
"1424"	487	1424	0	0	"Genetic"
"1425"	493	1425	0	0	"Genetic"
"1426"	494	1426	0	0	"Genetic"
"1427"	497	1427	0	0	"Genetic"
"1428"	499	1428	0	0	"Genetic"
"1429"	502	1429	0	0	"Genetic"
"1430"	502	1430	0	0	"Genetic"
"1431"	512	1431	0	0	"Genetic"
"1432"	515	1432	0	0	"Genetic"
"1433"	524	1433	0	0	"Genetic"
"1434"	527	1434	0	0	"Genetic"
"1435"	528	1435	0	0	"Genetic"
"1436"	528	1436	0	0	"Genetic"
"1437"	530	1437	0	0	"Genetic"
"1438"	531	1438	0	0	"Genetic"
"1439"	532	1439	0	0	"Genetic"
"1440"	535	1440	0	0	"Genetic"
"1441"	536	1441	0	0	"Genetic"
"1442"	537	1442	0	0	"Genetic"
"1443"	538	1443	0	0	"Genetic"
"1444"	539	1444	0	0	"Genetic"
"1445"	540	1445	0	0	"Genetic"
"1446"	541	1446	0	0	"Genetic"
"1447"	541	1447	0	0	"Genetic"
"1448"	545	1448	0	0	"Genetic"
"1449"	546	1449	0	0	"Genetic"
"1450"	546	1450	0	0	"Genetic"
"1451"	552	1451	0	0	"Genetic"
"1452"	555	1452	0	0	"Genetic"
"1453"	555	1453	0	0	"Genetic"
"1454"	560	1454	0	0	"Genetic"
"1455"	563	1455	0	0	"Genetic"
"1456"	567	1456	0	0	"Genetic"
"1457"	570	1457	0	0	"Genetic"
"1458"	570	1458	0	0	"Genetic"
"1459"	570	1459	0	0	"Genetic"
"1460"	575	1460	0	0	"Genetic"
"1461"	585	1461	0	0	"Genetic"
"1462"	586	1462	0	0	"Genetic"
"1463"	592	1463	0	0	"Genetic"
"1464"	593	1464	0	0	"Genetic"
"1465"	595	1465	0	0	"Genetic"
"1466"	598	1466	0	0	"Genetic"
"1467"	601	1467	0	0	"Genetic"
"1468"	602	1468	0	0	"Genetic"
"1469"	603	1469	0	0	"Genetic"
"1470"	605	1470	0	0	"Genetic"
"1471"	610	1471	0	0	"Genetic"
"1472"	614	1472	0	0	"Genetic"
"1473"	620	1473	0	0	"Genetic"
"1474"	625	1474	0	0	"Genetic"
"1475"	627	1475	0	0	"Genetic"
"1476"	634	1476	0	0	"Genetic"
"1477"	650	1477	0	0	"Genetic"
"1478"	653	1478	0	0	"Genetic"
"1479"	669	1479	0	0	"Genetic"
"1480"	671	1480	0	0	"Genetic"
"1481"	672	1481	0	0	"Genetic"
"1482"	682	1482	0	0	"Genetic"
"1483"	684	1483	0	0	"Genetic"
"1484"	684	1484	0	0	"Genetic"
"1485"	685	1485	0	0	"Genetic"
"1486"	694	1486	0	0	"Genetic"
"1487"	701	1487	0	0	"Genetic"
"1488"	707	1488	0	0	"Genetic"
"1489"	712	1489	0	0	"Genetic"
"1490"	714	1490	0	0	"Genetic"
"1491"	716	1491	0	0	"Genetic"
"1492"	721	1492	0	0	"Genetic"
"1493"	723	1493	0	0	"Genetic"
"1494"	723	1494	0	0	"Genetic"
"1495"	726	1495	0	0	"Genetic"
"1496"	731	1496	0	0	"Genetic"
"1497"	732	1497	0	0	"Genetic"
"1498"	735	1498	0	0	"Genetic"
"1499"	735	1499	0	0	"Genetic"
"1500"	737	1500	0	0	"Genetic"
"1501"	741	1501	0	0	"Genetic"
"1502"	745	1502	0	0	"Genetic"
"1503"	750	1503	0	0	"Genetic"
"1504"	764	1504	0	0	"Genetic"
"1505"	786	1505	0	0	"Genetic"
"1506"	788	1506	0	0	"Genetic"
"1507"	790	1507	0	0	"Genetic"
"1508"	795	1508	0	0	"Genetic"
"1509"	797	1509	0	0	"Genetic"
"1510"	797	1510	0	0	"Genetic"
"1511"	797	1511	0	0	"Genetic"
"1512"	797	1512	0	0	"Genetic"
"1513"	801	1513	0	0	"Genetic"
"1514"	804	1514	0	0	"Genetic"
"1515"	805	1515	0	0	"Genetic"
"1516"	812	1516	0	0	"Genetic"
"1517"	812	1517	0	0	"Genetic"
"1518"	818	1518	0	0	"Genetic"
"1519"	834	1519	0	0	"Genetic"
"1520"	835	1520	0	0	"Genetic"
"1521"	835	1521	0	0	"Genetic"
"1522"	836	1522	0	0	"Genetic"
"1523"	844	1523	0	0	"Genetic"
"1524"	844	1524	0	0	"Genetic"
"1525"	844	1525	0	0	"Genetic"
"1526"	844	1526	0	0	"Genetic"
"1527"	859	1527	0	0	"Genetic"
"1528"	867	1528	0	0	"Genetic"
"1529"	867	1529	0	0	"Genetic"
"1530"	868	1530	0	0	"Genetic"
"1531"	873	1531	0	0	"Genetic"
"1532"	876	1532	0	0	"Genetic"
"1533"	883	1533	0	0	"Genetic"
"1534"	883	1534	0	0	"Genetic"
"1535"	886	1535	0	0	"Genetic"
"1536"	888	1536	0	0	"Genetic"
"1537"	892	1537	0	0	"Genetic"
"1538"	894	1538	0	0	"Genetic"
"1539"	895	1539	0	0	"Genetic"
"1540"	902	1540	0	0	"Genetic"
"1541"	903	1541	0	0	"Genetic"
"1542"	906	1542	0	0	"Genetic"
"1543"	911	1543	0	0	"Genetic"
"1544"	932	1544	0	0	"Genetic"
"1545"	935	1545	0	0	"Genetic"
"1546"	936	1546	0	0	"Genetic"
"1547"	941	1547	0	0	"Genetic"
"1548"	946	1548	0	0	"Genetic"
"1549"	947	1549	0	0	"Genetic"
"1550"	954	1550	0	0	"Genetic"
"1551"	963	1551	0	0	"Genetic"
"1552"	964	1552	0	0	"Genetic"
"1553"	966	1553	0	0	"Genetic"
"1554"	966	1554	0	0	"Genetic"
"1555"	973	1555	0	0	"Genetic"
"1556"	974	1556	0	0	"Genetic"
"1557"	979	1557	0	0	"Genetic"
"1558"	980	1558	0	0	"Genetic"
"1559"	983	1559	0	0	"Genetic"
"1560"	994	1560	0	0	"Genetic"
"1561"	995	1561	0	0	"Genetic"
"1562"	996	1562	0	0	"Genetic"
"1563"	1001	1563	0	0	"Genetic"
"1564"	1007	1564	0	0	"Genetic"
"1565"	1007	1565	0	0	"Genetic"
"1566"	1009	1566	0	0	"Genetic"
"1567"	1018	1567	0	0	"Genetic"
"1568"	1021	1568	0	0	"Genetic"
"1569"	1022	1569	0	0	"Genetic"
"1570"	1025	1570	0	0	"Genetic"
"1571"	1025	1571	0	0	"Genetic"
"1572"	1025	1572	0	0	"Genetic"
"1573"	1030	1573	0	0	"Genetic"
"1574"	1036	1574	0	0	"Genetic"
"1575"	1037	1575	0	0	"Genetic"
"1576"	1037	1576	0	0	"Genetic"
"1577"	1042	1577	0	0	"Genetic"
"1578"	1042	1578	0	0	"Genetic"
"1579"	1045	1579	0	0	"Genetic"
"1580"	1046	1580	0	0	"Genetic"
"1581"	1049	1581	0	0	"Genetic"
"1582"	1052	1582	0	0	"Genetic"
"1583"	1058	1583	0	0	"Genetic"
"1584"	1060	1584	0	0	"Genetic"
"1585"	1064	1585	0	0	"Genetic"
"1586"	1073	1586	0	0	"Genetic"
"1587"	1076	1587	0	0	"Genetic"
"1588"	1077	1588	0	0	"Genetic"
"1589"	1085	1589	0	0	"Genetic"
"1590"	1087	1590	0	0	"Genetic"
"1591"	1089	1591	0	0	"Genetic"
"1592"	1091	1592	0	0	"Genetic"
"1593"	1097	1593	0	0	"Genetic"
"1594"	1098	1594	0	0	"Genetic"
"1595"	1102	1595	0	0	"Genetic"
"1596"	1104	1596	0	0	"Genetic"
"1597"	1107	1597	0	0	"Genetic"
"1598"	1109	1598	0	0	"Genetic"
"1599"	1112	1599	0	0	"Genetic"
"1600"	1117	1600	0	0	"Genetic"
"1601"	1120	1601	0	0	"Genetic"
"1602"	1121	1602	0	0	"Genetic"
"1603"	1125	1603	0	0	"Genetic"
"1604"	1128	1604	0	0	"Genetic"
"1605"	1130	1605	0	0	"Genetic"
"1606"	1136	1606	0	0	"Genetic"
"1607"	1137	1607	0	0	"Genetic"
"1608"	1140	1608	0	0	"Genetic"
"1609"	1142	1609	0	0	"Genetic"
"1610"	1154	1610	0	0	"Genetic"
"1611"	1155	1611	0	0	"Genetic"
"1612"	1160	1612	0	0	"Genetic"
"1613"	1164	1613	0	0	"Genetic"
"1614"	1164	1614	0	0	"Genetic"
"1615"	1167	1615	0	0	"Genetic"
"1616"	1170	1616	0	0	"Genetic"
"1617"	1170	1617	0	0	"Genetic"
"1618"	1176	1618	0	0	"Genetic"
"1619"	1181	1619	0	0	"Genetic"
"1620"	1187	1620	0	0	"Genetic"
"1621"	1189	1621	0	0	"Genetic"
"1622"	1195	1622	0	0	"Genetic"
"1623"	1196	1623	0	0	"Genetic"
"1624"	1209	1624	0	0	"Genetic"
"1625"	1211	1625	0	0	"Genetic"
"1626"	1211	1626	0	0	"Genetic"
